2,48055E-003
9,92194E-003
2,23237E-002
3,96855E-002
6,20068E-002
8,92873E-002
1,21527E-001
1,58724E-001
2,00879E-001
2,47992E-001
3,00062E-001
3,57089E-001
4,19071E-001
4,86010E-001
5,57903E-001
6,34752E-001
7,16555E-001
8,03312E-001
8,95023E-001
9,91687E-001
1,09330E+000
1,19987E+000
1,31140E+000
1,42787E+000
1,54929E+000
1,67567E+000
1,80699E+000
1,94327E+000
2,08449E+000
2,23066E+000
2,38179E+000
2,53786E+000
2,69887E+000
2,86484E+000
3,03575E+000
3,21161E+000
3,39241E+000
3,57816E+000
3,76886E+000
3,96450E+000
4,16508E+000
4,37061E+000
4,58109E+000
4,79650E+000
5,01686E+000
5,24216E+000
5,47240E+000
5,70758E+000
5,94771E+000
6,19277E+000
6,44278E+000
6,69772E+000
6,95761E+000
7,22243E+000
7,49219E+000
7,76689E+000
8,04653E+000
8,33110E+000
8,62061E+000
8,91506E+000
9,21445E+000
9,51877E+000
9,82802E+000
1,01422E+001
1,04613E+001
1,07854E+001
1,11144E+001
1,14483E+001
1,17872E+001
1,21309E+001
1,24797E+001
1,28333E+001
1,31919E+001
1,35554E+001
1,39239E+001
1,42972E+001
1,46755E+001
1,50588E+001
1,54469E+001
1,58400E+001
1,62380E+001
1,66410E+001
1,70488E+001
1,74616E+001
1,78793E+001
1,83020E+001
1,87295E+001
1,91620E+001
1,95995E+001
2,00418E+001
2,04891E+001
2,09413E+001
2,13984E+001
2,18604E+001
2,23274E+001
2,27992E+001
2,32760E+001
2,37577E+001
2,42444E+001
