5,02495E-001
6,76695E-001
7,72643E-001
8,40364E-001
8,96543E-001
9,48337E-001
9,99327E-001
1,05150E+000
1,10606E+000
1,16376E+000
1,22509E+000
1,29040E+000
1,35992E+000
1,43381E+000
1,51220E+000
1,59515E+000
1,68270E+000
1,77488E+000
1,87170E+000
1,97313E+000
2,07916E+000
2,18974E+000
2,30484E+000
2,42442E+000
2,54844E+000
2,67686E+000
2,80968E+000
2,94692E+000
3,08860E+000
3,23480E+000
3,38561E+000
3,54115E+000
3,70153E+000
3,86686E+000
4,03720E+000
4,21260E+000
4,39307E+000
4,57858E+000
4,76912E+000
4,96465E+000
5,16517E+000
5,37066E+000
5,58111E+000
5,79652E+000
6,01687E+000
6,24216E+000
6,47240E+000
6,70759E+000
6,94771E+000
7,19277E+000
7,44278E+000
7,69772E+000
7,95761E+000
8,22243E+000
8,49219E+000
8,76689E+000
9,04653E+000
9,33110E+000
9,62061E+000
9,91506E+000
1,02144E+001
1,05188E+001
1,08280E+001
1,11422E+001
1,14613E+001
1,17854E+001
1,21144E+001
1,24483E+001
1,27872E+001
1,31309E+001
1,34797E+001
1,38333E+001
1,41919E+001
1,45554E+001
1,49239E+001
1,52972E+001
1,56755E+001
1,60588E+001
1,64469E+001
1,68400E+001
1,72380E+001
1,76410E+001
1,80488E+001
1,84616E+001
1,88793E+001
1,93020E+001
1,97295E+001
2,01620E+001
2,05995E+001
2,10418E+001
2,14891E+001
2,19413E+001
2,23984E+001
2,28604E+001
2,33274E+001
2,37992E+001
2,42760E+001
2,47577E+001
2,52444E+001
